ID,DOB,Age,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
7642,11/19/1960, 57 ,Married,0-100K,Uneducated,Self-Employed,Believer,Prison Break,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,55,x
7643,6/16/1992, 25 ,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,Breaking Bad,Suzuki,Male,Lebanese,Classical,12 to 15,Basketball,Orange,Reuters,60-80 KM,1000-1500 KM,Romantic,Commerce,wine,Ironman,1130,y
7644,1/13/1979, 39 ,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Breaking Bad,Ford,Female,French,Hip-Hop,15-18,Soccer,Red,CNN,25-40 KM,250-500 KM,Thriller,Maths,Beer,Thor,890,x
7645,6/13/1986, 31 ,Married,500k-700k,Uneducated,Unemployed,Believer,Game of Thrones,Toyota,Male,Chinese,Classical,10 to 12,Basketball,Blue,Huffington Post,40-60 KM,0-250 KM,Drama,Physics,Vodka,spiderman,1357,x
7646,1/30/1973, 45 ,Married,100k-300k,Graduate,Employed,Agnostic,Friends,Honda,Male,Chinese,Heavy Metal,3 to 5,Swimming,White,MSN,40-60 KM,1500-2000 KM,Drama,Chemistry,Vodka,Batman,262,x
7647,10/26/1993, 24 ,Unmarried,500k-700k,Uneducated,Self-Employed,Believer,Narcos,Toyota,Male,Chinese,Classical,10 to 12,Soccer,purple,Associated Press,10-25 KM,2000+ KM,Drama,Physics,Rum,Batman,670,y
7648,11/17/1964, 53 ,Unmarried,100k-300k,Uneducated,Self-Employed,Believer,Flash,Suzuki,Male,Mexican,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Action,Biology,Rum,Thor,1126,x
7649,7/8/1988, 29 ,Married,300k-500k,Uneducated,Self-Employed,Atheist,Friends,Daimler-Benz,Male,Thai,Heavy Metal,6 to 10,Baseball,White,MSN,10-25 KM,0-250 KM,Action,Biology,Vodka,wonder woman,1143,y
7650,12/23/1995, 22 ,Married,100k-300k,Graduate,Employed,Believer,Friends,Suzuki,Female,Italian,Rap,6 to 10,Basketball,Black,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,110,y
7651,8/20/1969, 48 ,Married,100k-300k,Post-Graduate,Employed,Believer,Prison Break,Ford,Male,Thai,Light Metal,6 to 10,Rugby,Black,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Whiskey,Batman,771,y
7652,10/4/1982, 35 ,Married,0-100K,Post-Graduate,Self-Employed,Believer,Game of Thrones,Ford,Male,Thai,Country,12 to 15,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Economics,Vodka,spiderman,381,y
7653,2/18/1980, 38 ,Married,300k-500k,High-School,Employed,Atheist,Dexter,Daimler-Benz,Male,Mexican,Hip-Hop,15-18,Baseball,Blue,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Beer,The hulk,1327,x
7654,5/5/1986, 31 ,Married,1M-2Million,Graduate,Unemployed,Atheist,Friends,Daimler -Benz,Female,French,Rap,6 to 10,Baseball,White,MSN,0-10 KM,0-250 KM,Action,Biology,Vodka,wonder woman,479,x
7655,9/8/1979, 38 ,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Big Bang Theory,Daimler-Benz,Female,Italian,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,500-1000 KM,Horror,Economics,Non Drinkers,spiderman,163,y
7656,11/25/1974, 43 ,Divorced,300k-500k,Graduate,Employed,Agnostic,Flash,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Swimming,Green,New York Times,0-10 KM,0-250 KM,Thriller,Art,wine,Thor,920,x
7657,8/20/1980, 37 ,Married,300k-500k,High-School,Self-Employed,Agnostic,Narcos,Daimler-Benz,Male,Lebanese,Country,12 to 15,Baseball,Blue,CNN,25-40 KM,500-1000 KM,Horror,Physics,Rum,spiderman,252,y
7658,12/31/1969, 48 ,Married,100k-300k,Uneducated,Self-Employed,Believer,Flash,Suzuki,Female,Indian,Rap,6 to 10,Rugby,White,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,wine,spiderman,862,x
7659,7/20/1988, 29 ,Married,500k-700k,Graduate,Self-Employed,Atheist,Prison Break,BMW,Male,Lebanese,Heavy Metal,3 to 5,Baseball,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,1127,y
7660,3/2/1986, 31 ,Married,500k-700k,Uneducated,Self-Employed,Believer,Prison Break,Daimler-Benz,Female,Italian,Rap,6 to 10,Basketball,White,MSN,40-60 KM,1500-2000 KM,Thriller,Biology,Whiskey,Thor,1189,y
7661,11/27/1979, 38 ,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Prison Break,Audi,Male,Mexican,Rap,6 to 10,Basketball,Yellow,BBC,10-25 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,527,y
7662,5/10/1977, 40 ,Divorced,300k-500k,Uneducated,Employed,Agnostic,Game of Thrones,Audi,Male,Lebanese,Country,12 to 15,Swimming,Blue,CNN,25-40 KM,0-250 KM,Romantic,Commerce,Vodka,Ironman,235,y
7663,2/11/1974, 44 ,Unmarried,1M-2Million,Post-Graduate,Self-Employed,Believer,Breaking Bad,Rolls Royce,Male,Thai,Country,12 to 15,Basketball,Red,CNN,25-40 KM,1000-1500 KM,Horror,Physics,wine,spiderman,804,x
7664,3/6/1980, 37 ,Unmarried,300k-500k,High-School,Unemployed,Believer,Friends,Audi,Female,Indian,Rap,6 to 10,Soccer,Green,New York Times,40-60 KM,2000+ KM,Horror,Chemistry,Vodka,spiderman,1179,x
7665,1/5/1990, 28 ,Married,500k-700k,Uneducated,Self-Employed,Atheist,Friends,BMW,Male,Mexican,Light Metal,6 to 10,Baseball,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Beer,Thor,1176,y
7666,5/20/1980, 37 ,Married,300k-500k,Uneducated,Unemployed,Atheist,Narcos,Audi,Female,French,Hip-Hop,15-18,Baseball,Red,Reuters,60-80 KM,250-500 KM,Comedy,History,Non Drinkers,The hulk,294,y
7667,3/12/1977, 40 ,Divorced,500k-700k,High-School,Self-Employed,Agnostic,Game of Thrones,BMW,Female,French,Rock,18-20,Swimming,purple,Associated Press,0-10 KM,2000+ KM,Horror,Physics,Vodka,spiderman,412,x
7668,8/14/1993, 24 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Narcos,Ford,Male,Mexican,Hip-Hop,12 to 15,Soccer,Blue,CNN,40-60 KM,500-1000 KM,Horror,Economics,Rum,superman,1128,x
7669,8/8/1983, 34 ,Married,500k-700k,Uneducated,Unemployed,Believer,How I Met your mother,BMW,Male,Thai,Heavy Metal,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Gin,Batman,569,x
7670,11/4/1981, 36 ,Married,0-100K,Graduate,Employed,Agnostic,Narcos,Ford,Male,Chinese,Classical,10 to 12,Cricket,purple,Associated Press,10-25 KM,1500-2000 KM,Romantic,Commerce,Rum,Ironman,888,y
7671,10/28/1965, 52 ,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,Friends,Suzuki,Male,Mexican,Rap,6 to 10,Soccer,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,Vodka,The hulk,760,x
7672,3/17/1988, 29 ,Unmarried,100k-300k,Graduate,Employed,Believer,Breaking Bad,Nissan,Male,Thai,Country,12 to 15,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Historical,Commerce,wine,Ironman,953,y
7673,2/4/1973, 45 ,Married,0-100K,High-School,Self-Employed,Atheist,Breaking Bad,GM,Male,Italian,Hip-Hop,15-18,Baseball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Beer,wonder woman,163,x
7674,5/12/1961, 56 ,Unmarried,100k-300k,High-School,Self-Employed,Believer,Breaking Bad,Nissan,Female,Indian,Rock,18-20,Basketball,Blue,CNN,25-40 KM,500-1000 KM,Romantic,Commerce,Beer,Ironman,323,x
7675,3/20/1972, 45 ,Married,300k-500k,Uneducated,Employed,Agnostic,Friends,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,Swimming,White,Fox News,10-25 KM,250-500 KM,Comedy,Art,Vodka,The hulk,742,x
7676,9/18/1972, 45 ,Married,500k-700k,Post-Graduate,Unemployed,Agnostic,Prison Break,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,Swimming,Yellow,BBC,40-60 KM,2000+ KM,Drama,Chemistry,Vodka,Batman,1482,y
7677,2/5/1980, 38 ,Unmarried,0-100K,Post-Graduate,Employed,Agnostic,How I Met your mother,GM,Male,Mexican,Rap,6 to 10,cycling,Green,New York Times,10-25 KM,250-500 KM,Romantic,English,Non Drinkers,Ironman,229,y
7678,2/14/1963, 55 ,Married,500k-700k,Post-Graduate,Self-Employed,Atheist,Breaking Bad,BMW,Male,Lebanese,Country,12 to 15,Rugby,purple,Associated Press,0-10 KM,2000+ KM,Comedy,History,Beer,The hulk,748,y
7679,12/17/1970, 47 ,Unmarried,0-100K,Graduate,Unemployed,Believer,Narcos,Ford,Female,Indian,Rock,18-20,Soccer,Blue,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Rum,Ironman,1155,x
7680,4/16/1994, 23 ,Unmarried,100k-300k,Graduate,Self-Employed,Believer,Game of Thrones,Suzuki,Male,Mexican,Country,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Vodka,Thor,872,x
7681,7/13/1994, 23 ,Unmarried,0-100K,Post-Graduate,Employed,Believer,Big Bang Theory,Ford,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Non Drinkers,Thor,1174,x
7682,2/10/1990, 28 ,Married,300k-500k,Uneducated,Employed,Believer,Big Bang Theory,Toyota,Male,Italian,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Comedy,History,Non Drinkers,Thor,991,x
7683,2/19/1961, 57 ,Married,0-100K,Post-Graduate,Self-Employed,Believer,Breaking Bad,Ford,Male,Thai,Country,12 to 15,Basketball,Blue,CNN,25-40 KM,0-250 KM,Comedy,History,Beer,The hulk,909,x
7684,7/2/1972, 45 ,Unmarried,100k-300k,Graduate,Self-Employed,Believer,How I Met your mother,Ford,Male,Mexican,Rap,6 to 10,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Comedy,Art,Non Drinkers,The hulk,1215,x
7685,12/19/1979, 38 ,Married,300k-500k,Graduate,Employed,Believer,Breaking Bad,Daimler-Benz,Female,Indian,Rock,18-20,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Romantic,Commerce,Beer,Ironman,182,y
7686,10/10/1964, 53 ,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Prison Break,Daimler-Benz,Male,Thai,Light Metal,6 to 10,cycling,Green,New York Times,25-40 KM,1000-1500 KM,Romantic,English,Whiskey,Ironman,441,x
7687,11/14/1960, 57 ,Married,1M-2Million,Post-Graduate,Unemployed,Agnostic,Friends,Daimler -Benz,Female,French,Rap,6 to 10,Swimming,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,Vodka,Thor,776,y
7688,5/7/1988, 29 ,Married,500k-700k,Graduate,Employed,Believer,Friends,Toyota,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Yellow,BBC,10-25 KM,0-250 KM,Thriller,Biology,Vodka,Thor,907,y
7689,10/14/1974, 43 ,Married,500k-700k,Uneducated,Employed,Agnostic,Friends,Daimler-Benz,Female,Mediterranean,Rap,6 to 10,Cricket,White,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,442,y
7690,6/14/1990, 27 ,Married,0-100K,High-School,Unemployed,Agnostic,Breaking Bad,GM,Male,Mexican,Hip-Hop,15-18,Swimming,Red,Huffington Post,40-60 KM,0-250 KM,Horror,Physics,Beer,spiderman,746,y
7691,12/17/1973, 44 ,Married,300k-500k,High-School,Unemployed,Atheist,Game of Thrones,Audi,Male,Thai,Country,12 to 15,Rugby,Blue,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Vodka,Thor,1178,x
7692,7/30/1961, 56 ,Unmarried,500k-700k,Post-Graduate,Employed,Agnostic,Dexter,Toyota,Female,French,Rock,15-18,volleyball,Red,CNN,25-40 KM,1000-1500 KM,Drama,Physics,Beer,Batman,1355,x
7693,2/24/1976, 42 ,Unmarried,0-100K,Uneducated,Employed,Believer,Friends,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,wine,Thor,461,x
7694,7/5/1977, 40 ,Married,0-100K,Graduate,Self-Employed,Agnostic,Flash,Ford,Male,Mexican,Rap,6 to 10,Cricket,White,MSN,10-25 KM,250-500 KM,Horror,Chemistry,Rum,superman,116,y
7695,7/6/1984, 33 ,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Friends,Toyota,Female,Indian,Rap,6 to 10,Basketball,White,MSN,60-80 KM,2000+ KM,Thriller,Biology,Vodka,Thor,271,y
7696,6/9/1989, 28 ,Married,100k-300k,Graduate,Employed,Believer,How I Met your mother,Suzuki,Male,Chinese,Heavy Metal,3 to 5,Basketball,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,1015,y
7697,8/17/1979, 38 ,Married,300k-500k,Graduate,Self-Employed,Atheist,Friends,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Green,New York Times,0-10 KM,0-250 KM,Comedy,Art,wine,The hulk,56,y
7698,10/25/1971, 46 ,Married,300k-500k,Uneducated,Self-Employed,Believer,Breaking Bad,Wolkswagen,Male,Lebanese,Country,12 to 15,Basketball,Orange,Reuters,60-80 KM,1000-1500 KM,Comedy,History,wine,The hulk,1257,y
7699,6/22/1990, 27 ,Unmarried,700k-1 Million,Graduate,Self-Employed,Believer,How I Met your mother,Audi,Male,Mexican,Rap,6 to 10,Basketball,White,Fox News,0-10 KM,0-250 KM,Action,Biology,Non Drinkers,wonder woman,1445,x
7700,12/31/1993, 24 ,Married,500k-700k,Graduate,Self-Employed,Believer,Narcos,Toyota,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Rum,The hulk,1089,y
7701,12/10/1994, 23 ,Divorced,300k-500k,High-School,Employed,Agnostic,Friends,Audi,Male,Lebanese,Heavy Metal,3 to 5,Swimming,Green,New York Times,0-10 KM,0-250 KM,Thriller,Biology,wine,Thor,1465,x
7702,6/28/1979, 38 ,Unmarried,0-100K,Post-Graduate,Unemployed,Believer,Prison Break,GM,Male,Thai,Light Metal,6 to 10,Basketball,White,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,1491,y
7703,5/27/1984, 33 ,Unmarried,0-100K,Post-Graduate,Unemployed,Agnostic,Breaking Bad,Ford,Male,Lebanese,Classical,12 to 15,volleyball,Blue,Huffington Post,40-60 KM,250-500 KM,Horror,Physics,Beer,spiderman,1182,y
7704,4/15/1992, 25 ,Married,300k-500k,Graduate,Self-Employed,Agnostic,How I Met your mother,Ford,Female,Mediterranean,Rap,6 to 10,Cricket,White,Fox News,0-10 KM,0-250 KM,Historical,Civics,Non Drinkers,The hulk,792,x
7705,11/24/1993, 24 ,Unmarried,100k-300k,Uneducated,Self-Employed,Believer,sherlock,Ford,Male,Mexican,Rap,6 to 10,Soccer,White,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,superman,640,y
7706,8/9/1960, 57 ,Unmarried,100k-300k,Post-Graduate,Self-Employed,Agnostic,Narcos,Ford,Female,French,Hip-Hop,15-18,volleyball,purple,Associated Press,10-25 KM,1500-2000 KM,Historical,Commerce,Gin,The hulk,829,y
7707,2/8/1992, 26 ,Unmarried,0-100K,Uneducated,Employed,Believer,Friends,Ford,Female,French,Rap,6 to 10,Soccer,Green,BBC,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,378,x
7708,5/4/1965, 52 ,Married,100k-300k,High-School,Unemployed,Believer,How I Met your mother,Suzuki,Female,French,Rap,6 to 10,Rugby,Black,New York Times,10-25 KM,0-250 KM,Action,Biology,Gin,wonder woman,311,y
7709,4/4/1979, 38 ,Married,500k-700k,High-School,Unemployed,Believer,Friends,BMW,Male,Lebanese,Heavy Metal,3 to 5,Basketball,White,MSN,10-25 KM,250-500 KM,Romantic,English,Vodka,Ironman,235,y
7710,3/31/1974, 43 ,Unmarried,300k-500k,Graduate,Unemployed,Believer,Narcos,Daimler-Benz,Male,Thai,Country,12 to 15,Soccer,purple,Associated Press,0-10 KM,2000+ KM,Action,Physics,Rum,wonder woman,1228,y
7711,6/30/1984, 33 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Prison Break,Audi,Male,Thai,Heavy Metal,6 to 10,Basketball,Yellow,BBC,10-25 KM,0-250 KM,Comedy,Art,Whiskey,Thor,852,x
7712,11/15/1970, 47 ,Unmarried,500k-700k,Uneducated,Employed,Believer,Friends,Toyota,Female,French,Rap,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Romantic,Civics,Beer,Ironman,573,y
7713,1/1/1985, 33 ,Unmarried,0-100K,Post-Graduate,Self-Employed,Believer,Prison Break,GM,Male,Chinese,Heavy Metal,1 to 3,Basketball,Green,New York Times,0-10 KM,0-250 KM,Action,Biology,Vodka,wonder woman,1459,y
7714,10/3/1962, 55 ,Married,500k-700k,Uneducated,Employed,Agnostic,Friends,BMW,Male,Chinese,Heavy Metal,1 to 3,Swimming,Green,New York Times,10-25 KM,0-250 KM,Historical,Civics,Beer,The hulk,1128,y
7715,8/12/1964, 53 ,Unmarried,500k-700k,Post-Graduate,Employed,Believer,Narcos,Toyota,Female,Indian,Rock,18-20,Soccer,Red,Reuters,25-40 KM,1000-1500 KM,Action,Physics,Rum,wonder woman,948,y
7716,3/18/1970, 47 ,Unmarried,100k-300k,High-School,Unemployed,Believer,Prison Break,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,Vodka,Thor,243,x
7717,8/22/1981, 36 ,Unmarried,500k-700k,Uneducated,Employed,Believer,Breaking Bad,BMW,Male,Mexican,Country,12 to 15,Soccer,Red,Reuters,25-40 KM,0-250 KM,Comedy,History,wine,Thor,153,y
7718,10/12/1965, 52 ,Married,300k-500k,Post-Graduate,Unemployed,Believer,Prison Break,Daimler-Benz,Male,Thai,Heavy Metal,6 to 10,Basketball,Black,Fox News,10-25 KM,0-250 KM,Romantic,Civics,Whiskey,Ironman,1139,x
7719,6/7/1977, 40 ,Married,300k-500k,High-School,Self-Employed,Believer,Narcos,Ford,Female,Indian,Rock,18-20,Rugby,purple,Associated Press,0-10 KM,2000+ KM,Comedy,History,Gin,The hulk,476,y
7720,2/24/1965, 53 ,Unmarried,0-100K,Post-Graduate,Employed,Believer,Prison Break,Ford,Female,Indian,Rap,6 to 10,Basketball,White,Fox News,0-10 KM,0-250 KM,Comedy,Art,Vodka,The hulk,959,x
7721,3/16/1993, 24 ,Unmarried,100k-300k,Graduate,Employed,Believer,Friends,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Black,Fox News,25-40 KM,1000-1500 KM,Action,Biology,Beer,wonder woman,382,y
7722,11/9/1990, 27 ,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Dexter,Ford,Female,French,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,Vodka,Batman,864,y
7723,10/27/1981, 36 ,Married,0-100K,High-School,Unemployed,Believer,Friends,GM,Male,Mexican,Rap,6 to 10,Rugby,White,MSN,60-80 KM,2000+ KM,Comedy,Art,Vodka,The hulk,1289,x
7724,6/5/1983, 34 ,Married,500k-700k,Graduate,Employed,Believer,Breaking Bad,Daimler-Benz,Male,Mexican,Hip-Hop,15-18,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Comedy,History,Beer,The hulk,1353,y
7725,11/25/1960, 57 ,Unmarried,0-100K,Post-Graduate,Self-Employed,Agnostic,Dexter,GM,Female,Italian,Hip-Hop,15-18,cycling,Red,CNN,25-40 KM,250-500 KM,Thriller,Maths,Vodka,Thor,553,x
7726,12/24/1982, 35 ,Unmarried,300k-500k,Graduate,Employed,Believer,Friends,Daimler-Benz,Female,Italian,Rap,6 to 10,Soccer,Green,BBC,0-10 KM,0-250 KM,Comedy,Art,Vodka,Thor,650,x
7727,10/26/1994, 23 ,Married,100k-300k,Uneducated,Self-Employed,Believer,Narcos,Suzuki,Female,Indian,Rock,18-20,Rugby,purple,Associated Press,0-10 KM,1500-2000 KM,Thriller,Maths,Non Drinkers,Thor,1242,y
7728,6/29/1986, 31 ,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Narcos,Ford,Female,Mediterranean,Rock,18-20,Soccer,purple,Associated Press,10-25 KM,2000+ KM,Horror,Economics,Gin,superman,1217,x
7729,6/19/1985, 32 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Agnostic,Breaking Bad,Wolkswagen,Female,French,Rock,18-20,cycling,purple,Associated Press,10-25 KM,2000+ KM,Historical,Commerce,Beer,The hulk,912,x
7730,7/4/1972, 45 ,Married,0-100K,High-School,Employed,Atheist,Prison Break,Ford,Female,Italian,Rap,6 to 10,Rugby,White,Fox News,0-10 KM,0-250 KM,Romantic,English,Vodka,Ironman,1293,x
7731,5/10/1962, 55 ,Married,500k-700k,Graduate,Employed,Atheist,How I Met your mother,Toyota,Male,Italian,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,0-250 KM,Thriller,Art,Non Drinkers,Thor,665,y
7732,1/23/1961, 57 ,Unmarried,0-100K,Uneducated,Self-Employed,Agnostic,Friends,Ford,Female,Italian,Rap,6 to 10,cycling,Green,New York Times,25-40 KM,1500-2000 KM,Historical,Art,Beer,The hulk,261,y
7733,3/23/1978, 39 ,Married,500k-700k,Uneducated,Self-Employed,Agnostic,Prison Break,Toyota,Male,Chinese,Heavy Metal,1 to 3,Cricket,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,467,y
7734,7/11/1964, 53 ,Married,0-100K,Post-Graduate,Employed,Atheist,Narcos,GM,Male,Lebanese,Classical,10 to 12,Baseball,purple,Associated Press,60-80 KM,500-1000 KM,Horror,Economics,Rum,superman,406,y
7735,3/1/1970, 48 ,Unmarried,0-100K,Post-Graduate,Employed,Agnostic,Narcos,Ford,Female,Italian,Hip-Hop,15-18,cycling,Orange,Reuters,60-80 KM,500-1000 KM,Action,Physics,Rum,wonder woman,733,x
7736,2/24/1987, 31 ,Unmarried,0-100K,Graduate,Employed,Believer,Breaking Bad,GM,Male,Chinese,Classical,10 to 12,Basketball,Red,CNN,25-40 KM,0-250 KM,Comedy,History,Beer,The hulk,689,x
7737,4/20/1960, 57 ,Unmarried,300k-500k,Graduate,Unemployed,Believer,How I Met your mother,Ford,Male,Lebanese,Heavy Metal,6 to 10,Soccer,Green,BBC,0-10 KM,0-250 KM,Comedy,Art,Gin,Thor,747,x
7738,9/17/1979, 38 ,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Breaking Bad,Audi,Female,Italian,Hip-Hop,15-18,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Drama,Physics,Beer,Batman,145,y
7739,4/1/1986, 31 ,Unmarried,100k-300k,Uneducated,Unemployed,Believer,Friends,Ford,Male,Italian,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,0-250 KM,Comedy,Art,Beer,Thor,254,x
7740,7/5/1982, 35 ,Married,500k-700k,High-School,Unemployed,Atheist,Big Bang Theory,BMW,Female,Indian,Rock,18-20,Rugby,purple,Associated Press,60-80 KM,0-250 KM,Action,Physics,Non Drinkers,wonder woman,754,y
7741,7/14/1964, 53 ,Married,0-100K,Post-Graduate,Unemployed,Atheist,How I Met your mother,Ford,Male,Chinese,Heavy Metal,1 to 3,Baseball,Yellow,BBC,25-40 KM,1500-2000 KM,Comedy,Art,Non Drinkers,The hulk,214,x
7742,12/1/1968, 49 ,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Narcos,Audi,Female,Italian,Hip-Hop,15-18,Soccer,purple,Associated Press,10-25 KM,1500-2000 KM,Romantic,Commerce,Gin,Ironman,1350,y
7743,3/30/1994, 23 ,Unmarried,500k-700k,Graduate,Self-Employed,Believer,How I Met your mother,BMW,Male,Thai,Heavy Metal,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,Non Drinkers,The hulk,459,x
7744,4/25/1967, 50 ,Unmarried,300k-500k,High-School,Employed,Believer,Narcos,Audi,Male,Thai,Country,12 to 15,Basketball,Red,Reuters,25-40 KM,250-500 KM,Historical,Commerce,Rum,The hulk,487,y
7745,10/9/1965, 52 ,Unmarried,300k-500k,High-School,Unemployed,Believer,Breaking Bad,Audi,Female,Indian,Rock,18-20,Soccer,purple,Associated Press,0-10 KM,1500-2000 KM,Drama,Physics,Beer,Batman,613,x
7746,7/28/1962, 55 ,Married,500k-700k,High-School,Self-Employed,Believer,Game of Thrones,Toyota,Male,Chinese,Classical,10 to 12,Basketball,Blue,Huffington Post,40-60 KM,500-1000 KM,Horror,Economics,Vodka,superman,416,x
7747,10/6/1990, 27 ,Married,500k-700k,Post-Graduate,Employed,Agnostic,Narcos,BMW,Male,Chinese,Classical,10 to 12,Cricket,Red,Reuters,25-40 KM,500-1000 KM,Action,Physics,Rum,wonder woman,638,x
7748,3/5/1981, 36 ,Divorced,100k-300k,Graduate,Employed,Agnostic,How I Met your mother,Suzuki,Female,Italian,Rap,6 to 10,Swimming,Black,Fox News,10-25 KM,250-500 KM,Action,Biology,Gin,wonder woman,928,x
7749,8/19/1965, 52 ,Married,300k-500k,Post-Graduate,Unemployed,Agnostic,Friends,Audi,Female,French,Rap,6 to 10,Swimming,White,MSN,40-60 KM,2000+ KM,Thriller,Biology,Vodka,Thor,534,y
7750,6/7/1995, 22 ,Unmarried,300k-500k,High-School,Unemployed,Believer,Flash,Toyota,Male,Mexican,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,wine,spiderman,1215,y
7751,6/10/1994, 23 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Narcos,Ford,Male,Chinese,Classical,10 to 12,Soccer,Red,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Gin,Ironman,226,y
7752,11/24/1971, 46 ,Unmarried,100k-300k,Uneducated,Self-Employed,Believer,Dexter,Suzuki,Female,Italian,Hip-Hop,15-18,Soccer,Red,Reuters,60-80 KM,250-500 KM,Thriller,Maths,Vodka,Thor,1252,x
7753,3/8/1993, 24 ,Married,100k-300k,Post-Graduate,Unemployed,Atheist,Narcos,Nissan,Male,Lebanese,Country,12 to 15,Baseball,Orange,Reuters,60-80 KM,1000-1500 KM,Romantic,Commerce,Rum,Ironman,202,x
7754,3/20/1984, 33 ,Unmarried,300k-500k,Post-Graduate,Self-Employed,Agnostic,Big Bang Theory,Ford,Male,Lebanese,Classical,10 to 12,volleyball,Orange,Reuters,60-80 KM,0-250 KM,Comedy,History,Non Drinkers,The hulk,496,x
