"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd.pledged","usd_pledged_real","usd_goal_real","date_diff"
"352905",86792477,"Otter: Online Dispute Resolution for Kids!","Web","Technology","USD","2015-04-14",50000,"2015-03-15 16:53:10",1350,0,19,"US",1350,1350,50000,29.296412037037
"65367",1332411899,"It All Starts With Besos","Apps","Technology","USD","2015-11-07",30000,"2015-10-08 07:31:20",0,0,0,"US",0,0,30000,29.7282407407407
"56905",1289543574,"Linux Desktop in a Browser","Web","Technology","EUR","2015-06-26",500,"2015-05-27 06:24:31",20,0,3,"DE",21.9,22.4,560.1,29.732974537037
"35215",1178469564,"Up Me Down","Apps","Technology","USD","2016-01-27",10300,"2015-12-28 20:33:32",20,0,1,"US",20,20,10300,29.1433796296296
"126464",1642067280,"Tone","Web","Journalism","USD","2015-10-17",25000,"2015-09-17 23:40:31",534,0,10,"US",534,534,25000,29.0135300925926
"312986",664269755,"Write-It","Web","Technology","DKK","2015-10-18",50000,"2015-09-18 16:07:10",320,0,2,"DK",48.47,47.55,7429.2,29.3283564814815
"348860",847323170,"Time ""ToTalk"" - Find Your Conversation!","Apps","Technology","USD","2015-11-14",40000,"2015-10-15 22:38:58",1280,0,15,"US",1280,1280,40000,29.0979398148148
"264396",414726178,"V7 Workspace","Web","Technology","CAD","2016-09-23",50000,"2016-08-24 19:49:08",100,0,1,"CA",0,76.68,38337.68,29.174212962963
"149120",1757904369,"Snews","Web","Journalism","USD","2016-10-01",30000,"2016-08-31 08:59:05",1,0,1,"US",0,1,30000,30.6256365740741
"87522",144485250,"Letter Level Meaning Revealer","Apps","Technology","USD","2014-11-20",300,"2014-10-21 23:33:34",20,0,1,"US",20,20,300,29.0600231481481
"320906",704095487,"Super Car Hound - iPhone/Android App","Apps","Technology","USD","2016-10-06",8000,"2016-09-06 22:15:40",1,0,1,"US",0,1,8000,29.0724537037037
"135612",1688524766,"Kilometerstand68.de","Apps","Technology","EUR","2017-05-20",1000,"2017-04-20 16:51:16",0,0,0,"DE",10.72,0,1119.6,29.2977314814815
"217457",2107765438,"Fight Nights Website","Web","Technology","GBP","2014-06-06",2000,"2014-05-07 17:35:03",5,0,1,"GB",8.44,8.41,3365.08,29.2673263888889
